~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;665;1;98.0;1562
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;708;3;98.0;729
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;704;-;95.0;1227
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;818;2;98.0;605
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;793;1;98.0;670
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;814;1;99.0;1318
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;862;-;98.0;1056
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;833;4;94.0;1414
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;924;3;99.0;323
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;918;9;95.0;848
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;831;1;95.0;728
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;889;-;98.0;1671
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;728;1;94.0;708
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;580;-;-;5173
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;980;2;97.0;1192
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;45;1;99.0;71
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;39;1;99.0;101
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;146;9;95.0;547
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;153;3;98.0;758
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;140;8;92.0;758
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;202;-;98.0;317
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;181;2;98.0;1057
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;314;-;99.0;508
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;333;3;95.0;335
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;107;-;96.0;639
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;340;-;94.0;726
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;306;2;95.0;1440
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;263;10;95.0;1188
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;311;1;97.0;1884
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;413;2;97.0;477
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;247;2;97.0;2187
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;406;2;97.0;1112
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;478;2;97.0;534
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;528;1;98.0;549
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;442;-;96.0;2495
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;469;2;97.0;2663
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;686;1;97.0;380
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;568;2;97.0;1412
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;696;1;98.0;600
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;665;1;98.0;1177
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;708;3;98.0;526
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;728;1;94.0;713
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;704;-;95.0;1000
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;793;1;98.0;449
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;818;2;98.0;506
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;862;-;98.0;777
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;814;1;99.0;995
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;924;3;99.0;332
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;831;1;95.0;726
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;918;9;95.0;848
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;889;-;98.0;1545
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;980;2;97.0;1188
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;833;4;94.0;1251
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;580;5;97.0;5038
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;45;1;99.0;227
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;39;1;99.0;608
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;146;9;95.0;1527
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;140;8;92.0;1913
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;153;3;98.0;1808
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;202;-;98.0;1055
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;107;-;96.0;1506
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;181;2;98.0;2133
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;333;3;95.0;349
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;314;-;99.0;572
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;306;2;95.0;1561
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;263;10;95.0;1304
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;311;1;97.0;2126
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;340;-;94.0;844
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;247;2;97.0;2427
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;413;2;97.0;547
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;406;2;97.0;1296
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;478;2;97.0;668
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;442;-;96.0;3268
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;469;2;97.0;3443
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;528;1;98.0;800
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;686;1;97.0;408
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;568;2;97.0;1719
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;696;1;98.0;613
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;665;1;98.0;1358
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;708;3;98.0;555
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;728;1;94.0;792
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;704;-;95.0;993
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;793;1;98.0;611
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;818;2;98.0;567
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;862;-;98.0;794
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;814;1;99.0;1094
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;924;3;99.0;311
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;831;1;95.0;718
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;918;9;95.0;800
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;889;-;98.0;1553
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;580;-;-;5217
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;980;2;97.0;1202
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy;833;4;94.0;1228
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;62;1;99.0;1792
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;265;10;95.0;804
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;227;2;98.0;1823
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;242;2;98.0;1876
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;320;-;98.0;390
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;504;-;99.0;685
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;488;2;95.0;1172
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;531;3;95.0;378
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;424;10;95.0;1379
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;398;2;97.0;2615
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;538;-;96.0;1165
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;373;-;95.0;3196
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;498;-;95.0;4915
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;614;7;97.0;1416
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;622;7;97.0;520
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;619;1;97.0;1527
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;644;1;98.0;395
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;757;1;98.0;581
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;826;6;97.0;350
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;816;1;98.0;1321
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;864;6;97.0;1075
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;881;6;92.0;1059
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1003;1;97.0;360
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1024;3;98.0;480
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1129;1;99.0;187
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1094;2;98.0;351
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1013;1;98.0;596
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;669;6;97.0;2311
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1132;1;98.0;479
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1021;-;95.0;886
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1168;1;99.0;394
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1033;1;94.0;708
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1153;1;99.0;1015
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1268;1;99.0;395
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1265;2;97.0;417
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1109;4;94.0;973
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1430;3;99.0;324
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1222;1;96.0;1019
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1107;1;95.0;573
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1293;-;98.0;820
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1414;7;95.0;739
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1423;7;95.0;736
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;887;5;97.0;3203
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1468;3;99.0;347
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1338;-;98.0;1282
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1205;1;98.0;3386
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1620;1;98.0;1834
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1630;1;97.0;2762
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1759;4;98.0;932
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1814;1;98.0;1336
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1870;2;98.0;679
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1864;2;98.0;1161
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1904;1;98.0;425
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1900;1;96.0;903
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1874;4;95.0;1145
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1891;5;92.0;1179
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1932;-;98.0;1645
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;2038;-;98.0;2074
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;2099;-;98.0;925
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;62;1;99.0;93
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;265;10;95.0;562
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;320;-;98.0;333
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;242;2;98.0;1292
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;227;2;98.0;1304
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;504;-;99.0;629
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;531;3;95.0;339
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;488;2;95.0;1079
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;424;10;95.0;1248
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;538;-;96.0;903
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;398;2;97.0;2220
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;373;-;95.0;2686
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;622;7;97.0;480
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;614;7;97.0;1072
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;644;1;98.0;410
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;619;1;97.0;1218
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;498;-;95.0;4113
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;826;6;97.0;368
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;757;1;98.0;597
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;669;6;97.0;2278
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;864;6;97.0;1262
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;816;1;98.0;1422
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1003;1;97.0;335
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;881;6;92.0;1150
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1024;3;98.0;369
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1013;1;98.0;524
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1129;1;99.0;183
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1033;1;94.0;627
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1094;2;98.0;409
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1021;-;95.0;861
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1168;1;99.0;395
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1132;1;98.0;458
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1265;2;97.0;473
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1268;1;99.0;396
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1153;1;99.0;989
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1107;1;95.0;582
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1222;1;96.0;995
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy;1430;3;99.0;334
