~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,263,10,95.0,1514
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,306,2,95.0,1649
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,314,-,99.0,658
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,247,2,97.0,2582
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,311,1,97.0,2240
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,333,3,95.0,420
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,340,-,94.0,1016
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,413,2,97.0,575
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,227,2,98.0,1669
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,265,10,95.0,738
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,242,2,98.0,1639
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,406,2,97.0,1355
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,320,-,98.0,328
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,478,2,97.0,592
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,504,-,99.0,618
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,488,2,95.0,1089
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,531,3,95.0,344
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,442,-,96.0,2705
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,424,10,95.0,1294
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,469,2,97.0,2888
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,528,1,98.0,663
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,398,2,97.0,2340
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,538,-,96.0,1052
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,373,-,95.0,2855
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,686,1,97.0,443
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,568,2,97.0,1668
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,696,1,98.0,716
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,665,1,98.0,1480
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,708,3,98.0,703
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,704,-,95.0,1166
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,622,7,97.0,563
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,644,1,98.0,528
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,614,7,97.0,1374
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,793,1,98.0,541
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,619,1,97.0,1577
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,498,-,95.0,4683
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,818,2,98.0,609
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,814,1,99.0,1234
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,924,3,99.0,315
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,862,-,98.0,802
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,918,9,95.0,891
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,728,1,94.0,704
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,833,4,94.0,1044
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,669,6,97.0,2571
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,757,1,98.0,595
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,826,6,97.0,362
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,889,-,98.0,1573
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,980,2,97.0,1120
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,816,1,98.0,1291
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,831,1,95.0,765
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,580,5,97.0,5889
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1003,1,97.0,294
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,864,6,97.0,1161
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,881,6,92.0,990
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1024,3,98.0,397
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1013,1,98.0,624
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1129,1,99.0,157
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1094,2,98.0,341
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1021,-,95.0,910
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1168,1,99.0,386
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1132,1,98.0,448
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1033,1,94.0,734
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1268,1,99.0,391
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1153,1,99.0,964
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1265,2,97.0,478
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1222,1,96.0,999
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1109,4,94.0,940
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1430,3,99.0,336
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1293,-,98.0,829
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1468,3,99.0,346
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1414,7,95.0,748
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1423,7,95.0,766
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,887,5,97.0,3227
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1107,1,95.0,623
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1338,-,98.0,1332
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,201,1,99.0,259
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,186,1,98.0,634
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1205,1,98.0,3076
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,257,8,98.0,900
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,263,8,98.0,895
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,331,1,99.0,170
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,275,-,98.0,933
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1620,1,98.0,1612
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,282,-,98.0,1008
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,252,-,98.0,1399
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,269,-,98.0,1296
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1630,1,97.0,2654
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1759,4,98.0,807
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1814,1,98.0,1237
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,606,8,96.0,2351
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,504,7,96.0,2456
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,992,1,93.0,1284
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,455,-,96.0,5877
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,557,-,96.0,5895
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,870,1,93.0,3628
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,996,1,99.0,829
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,999,2,99.0,1091
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1002,1,99.0,965
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,864,2,98.0,5463
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,856,3,98.0,5512
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1870,2,98.0,605
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1874,4,95.0,1017
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1864,2,98.0,1098
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1904,1,98.0,380
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1900,1,96.0,875
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1891,5,92.0,1029
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1025,9,98.0,2150
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,1932,-,98.0,1319
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1118,1,98.0,1373
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,722,5,95.0,11272
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,673,2,95.0,11438
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,2038,-,98.0,1804
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1294,1,98.0,888
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1119,1,98.0,1097
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,2099,-,98.0,840
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,934,-,98.0,10065
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1973,1,99.0,344
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1968,1,98.0,360
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1964,1,99.0,697
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1977,3,98.0,360
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1990,1,99.0,388
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,2022,1,99.0,275
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,2003,1,99.0,381
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,2035,1,99.0,268
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1130,1,93.0,13000
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1217,1,93.0,14378
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1308,1,95.0,18689
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1185,3,94.0,21805
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1261,1,93.0,22946
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1473,-,98.0,29533
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Finger-Trees/FingerTree.thy,1635,-,97.0,35228
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,49,1,96.0,374
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,38,1,96.0,385
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,73,-,99.0,65
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,25,1,99.0,704
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,140,1,99.0,182
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,96,7,96.0,1048
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,53,1,97.0,2439
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,300,1,91.0,98
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,84,1,97.0,2071
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,102,-,96.0,2220
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,404,2,91.0,128
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,155,7,96.0,1737
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,374,1,99.0,272
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,166,7,96.0,1862
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,472,2,91.0,147
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,309,1,91.0,790
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,556,2,91.0,84
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,560,2,91.0,104
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,604,1,99.0,107
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,272,1,99.0,1457
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,608,1,99.0,137
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,436,1,91.0,787
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,531,2,83.0,2517
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,650,2,91.0,141
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,660,2,91.0,145
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,670,-,99.0,224
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,657,2,91.0,136
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,647,2,91.0,136
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,724,2,91.0,130
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,668,3,99.0,183
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,720,5,99.0,221
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,784,5,99.0,211
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,755,2,91.0,237
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,794,2,91.0,112
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,746,6,99.0,440
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,889,2,94.0,403
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,815,2,91.0,690
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,819,2,91.0,676
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,997,5,92.0,414
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,824,-,94.0,1243
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Probabilistic_Timed_Automata/library/Graphs.thy,984,-,94.0,4013
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/SkewBinomialHeap.thy,62,1,99.0,1239
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,45,1,99.0,819
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,39,1,99.0,1220
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,202,-,98.0,325
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,146,9,95.0,875
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,153,3,98.0,1071
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,140,8,92.0,1229
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,181,2,98.0,1446
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,107,-,96.0,807
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,306,2,95.0,1683
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,263,10,95.0,1342
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,333,3,95.0,367
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,311,1,97.0,2104
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,314,-,99.0,568
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,247,2,97.0,2357
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,340,-,94.0,801
~/Workplace/PSL_Perform/PSL/SeLFiE/Evaluation/Binomial-Heaps/BinomialHeap.thy,413,2,97.0,545
